haiku,source
"His burning-hearted Words
so long imprisoned swelled To
tumbling speech.",gutenberg
"Like one compelled, He told the lady all
his love, And holding out the watch above His head, he
knelt, imploring some Littlest sign.",gutenberg
"The
Shadow
was dumb.",gutenberg
"Weeks passed, Paul worked in fevered
haste, And everything he made he
placed Before his lady.",gutenberg
"The Shadow
kept Its perfect
passiveness.",gutenberg
"He wooed her with the work
of his hands, He waited for those dear
commands She never gave.",gutenberg
"No word, no motion,
Eased the ache of his
devotion.",gutenberg
"His days passed in a
strain of toil, His nights burnt up
in a seething coil.",gutenberg
"Seasons shot by,
uncognisant
He worked.",gutenberg
"The Shadow
came to haunt Even
his days.",gutenberg
"Sometimes quite plain He
saw on the wall the blackberry stain Of
his lady's picture.",gutenberg
"No sun was bright
Enough to dazzle that
from his sight.",gutenberg
"Then he
would curse Himself
and her!",gutenberg
"And more, the beauty
he could not make, And give her,
for her comfort's sake!",gutenberg
"He would beat his weary, empty hands Upon
the table, would hold up strands Of silver and gold, and ask her
why She scorned the best which he could buy.",gutenberg
"He would pray as to
some high-niched saint, That she would cure him of
the taint Of failure.",gutenberg
"He would clutch the wall With his bleeding
fingers, if she should fall He could catch, and
hold her, and make her live!",gutenberg
"With sobs he would
ask her to forgive All
he had done.",gutenberg
"And broken, spent, He would call himself
impertinent; Presumptuous; a tradesman; a nothing;
driven To madness by the sight of Heaven.",gutenberg
"There were days when he wooed as a lover,
sighed In tenderness, spoke to his bride, Urged her to
patience, said his skill Should break the spell.",gutenberg
"A man's sworn will
Could compass life, even
that, he knew.",gutenberg
"By
Christ's Blood!
",gutenberg
"He
would prove
it true!",gutenberg
"The edge of
the Shadow never
blurred.",gutenberg
"The lips of the
Shadow never
stirred.",gutenberg
"He would climb on chairs
to reach her lips, And pat her
hair with his finger-tips.",gutenberg
"Then, deadly sick, He would lie in a swoon
for hours, while thick Phantasmagoria crowded his
brain, And his body shrieked in the clutch of pain.",gutenberg
"The crisis passed, he would wake and smile With a vacant
joy, half-imbecile And quite confused, not being certain Why he was suffering; a curtain
Fallen over the tortured mind beguiled His sorrow.",gutenberg
"Like a little child He would play with his watches
and gems, with glee Calling the Shadow to look and see How the spots
on the ceiling danced prettily When he flashed his stones.",gutenberg
"""Mother, the green Has
slid so cunningly in between
The blue and the yellow.",gutenberg
"Oh,
please look
down!",gutenberg
"One morning he threw the street door
wide On coming in, and his vigorous stride Made the
tools on his table rattle and jump.",gutenberg
"In his hands he carried a
new-burst clump Of laurel blossoms, whose smooth-barked
stalks Were pliant with sap.",gutenberg
"As a husband talks To
the wife he left an hour ago,
Paul spoke to the Shadow.",gutenberg
"""Dear, you know To-day the calendar calls
it Spring, And I woke this morning gathering
Asphodels, in my dreams, for you.",gutenberg
"So I rushed out to see what flowers blew Their pink-and-purple-scented
souls Across the town-wind's dusty scrolls, And made the approach to the Market
Square A garden with smells and sunny air.",gutenberg
"I feel so well and
happy to-day, I think I shall
take a Holiday.",gutenberg
"And to-night
we will have a
little treat.",gutenberg
"I am going
to bring you something
to eat!",gutenberg
""" He looked at
the Shadow
anxiously.",gutenberg
"It was
quite grave and
silent.",gutenberg
"He Shut the outer
door and came And leant
against the window-frame.",gutenberg
"""Dearest,"" he said, ""we
live apart Although I
bear you in my heart.",gutenberg
"We look
out each from a different
world.",gutenberg
"At any moment
we may be hurled
Asunder.",gutenberg
"They follow their
orbits, we Obey their laws
entirely.",gutenberg
"Now you must come, or I go there,
Unless we are willing to live the flare Of
a lighted instant and have it gone.",gutenberg
""" A bee in
the laurels began
to drone.",gutenberg
"A loosened
petal fluttered
prone.",gutenberg
"""Man grows by eating, if you eat
You will be filled with our life, sweet
Will be our planet in your mouth.",gutenberg
"If not, I must parch in death's wide
drouth Until I gain to where you are, And give you myself
in whatever star May happen.",gutenberg
"O You Beloved
of Me!
",gutenberg
"Is it
not ordered
cleverly?",gutenberg
""" The Shadow, bloomed
like a plum, and clear,
Hung in the sunlight.",gutenberg
"It
did
not hear.",gutenberg
"Paul slipped away
as the dusk began To
dim the little shop.",gutenberg
"He ran To the nearest
inn, and chose with care As much
as his thin purse could bear.",gutenberg
"Returning, he brushed his
tools aside, And laid across the table
a wide Napkin.",gutenberg
"He put a glass and
plate On either side,
in duplicate.",gutenberg
"Over the lady's,
excellent With loveliness,
the laurels bent.",gutenberg
"In the centre the
white-flaked pastry stood, And beside
it the wine flask.",gutenberg
"Red as blood Was the wine
which should bring the lustihood Of human
life to his lady's veins.",gutenberg
"He put meat on her
plate and filled her glass, And waited
what should come to pass.",gutenberg
"The Shadow
lay quietly on
the wall.",gutenberg
"From the street outside
came a watchman's call ""A
cloudy night.",gutenberg
"Rain
beginning
to fall.",gutenberg
""" And still
he
waited.",gutenberg
"The clock's
slow tick Knocked on the
silence.",gutenberg
"
Paul
turned sick.",gutenberg
"He filled his own glass
full of wine; From his pocket
he took a paper.",gutenberg
"The twine Was knotted,
and he searched a knife From
his jumbled tools.",gutenberg
"The cord of
life Snapped as he cut
the little string.",gutenberg
"He knew
that he must do the
thing He feared.",gutenberg
"He shook powder into the wine,
And holding it up so the candle's shine Sparked a
ruby through its heart, He drank it.",gutenberg
"""Dear, never
apart
Again!",gutenberg
"You have said
it was mine
to do.",gutenberg
"It is done, and
I am come
to you!",gutenberg
""" Paul Jannes let
the empty wine-glass fall,
And held out his arms.",gutenberg
"The insentient wall Stared
down at him with its cold,
white glare Unstained!",gutenberg
"The Shadow
was not
there!",gutenberg
"Paul clutched
and tore at his tightening
throat.",gutenberg
"He felt the veins in his body bloat,
And the hot blood run like fire and stones Along
the sides of his cracking bones.",gutenberg
"But he laughed as he staggered
towards the door, And he laughed aloud
as he sank on the floor.",gutenberg
"The Coroner took the
body away, And the watches were
sold that Saturday.",gutenberg
"The Auctioneer said
one could seldom buy Such watches,
and the prices were high.",gutenberg
"Holy Mother
of God, Merciful
Mary.",gutenberg
"I am
very
weary.",gutenberg
"I have come from a village
miles away, all day I have been coming,
and I ache for such far roaming.",gutenberg
"I cannot walk as
light as I used, and my
thoughts grow confused.",gutenberg
"I am
heavier
than I was.",gutenberg
"Mary
Mother, you
know the cause!",gutenberg
"Beautiful Holy
Lady, take my shame
away from me!",gutenberg
"Let this fear be only
seeming, let it be that I
am dreaming.",gutenberg
"For months I have
hoped it was so, now I am
afraid I know.",gutenberg
"Lady, why should this
be shame, just because I
haven't got his name.",gutenberg
"He loved me, yes,
Lady, he did, and he couldn't
keep it hid.",gutenberg
"We
meant to
marry.",gutenberg
"Why did
he
die?",gutenberg
"That day when they told me he had gone
down in the avalanche, and could not be found until
the snow melted in Spring, I did nothing.",gutenberg
"I
could
not cry.",gutenberg
"Why
should
he die?",gutenberg
"Why should he
die and his
child live?",gutenberg
"His little child
alive in me, for
my comfort.",gutenberg
"No, Good
God, for my
misery!",gutenberg
"I cannot face the shame, to be
a mother, and not married, and the poor child to
be reviled for having no father.",gutenberg
"Merciful Mother,
Holy Virgin, take away
this sin I did.",gutenberg
"Let the
baby
not be.",gutenberg
"Only take
the stigma
off of me!",gutenberg
"I have told
no one but you, Holy
Mary.",gutenberg
"My mother would call me ""whore"", and spit
upon me; the priest would have me repent, and have
the rest of my life spent in a convent.",gutenberg
"I am no whore, no
bad woman, he loved me, and
we were to be married.",gutenberg
"I carried him always in
my heart, what did it matter if I
gave him the least part of me too?",gutenberg
"You were a virgin, Holy
Mother, but you had a son, you know there
are times when a woman must give all.",gutenberg
"There is some
call to give and
hold back nothing.",gutenberg
"I swear I obeyed
God then, and this child who lives
in me is the sign.",gutenberg
"What
am I saying?
",gutenberg
"He is dead,
my beautiful,
strong man!",gutenberg
"I shall never
feel him caress
me again.",gutenberg
"This is
the only baby
I shall have.",gutenberg
"Oh, Holy
Virgin, protect
my baby!",gutenberg
"My little,
helpless
baby!",gutenberg
"He will look like his father,
and he will be as fast a runner
and as good a shot.",gutenberg
"Not that he
shall be no scholar
neither.",gutenberg
"How can I
think such things, I
am not good.",gutenberg
"My father will have nothing
to do with my boy, I shall be
an outcast thing.",gutenberg
"Oh, Mother of our
Lord God, be merciful, take
away my shame!",gutenberg
"Let my body
be as it was before
he came.",gutenberg
"No little baby for
me to keep underneath my
heart for those long months.",gutenberg
"To live
for and to get comfort
from.",gutenberg
"I cannot
go home and tell my
mother.",gutenberg
"She is
so hard and
righteous.",gutenberg
"She never loved my
father, and we were born for
duty, not for love.",gutenberg
"I
cannot
face it.",gutenberg
"Holy Mother,
take my baby
away!",gutenberg
"Take away
my little
baby!",gutenberg
"I don't
want it, I
can't bear it!",gutenberg
"And I
shall have nothing,
nothing!",gutenberg
"Just be
known as a
good girl.",gutenberg
"Have other men want to
marry me, whom I could not touch,
after having known my man.",gutenberg
"He is gone, my man, I shall
never hear him or feel him again,
but I could not touch another.",gutenberg
"I would rather
lie under the snow with my
own man in my arms!",gutenberg
"So I shall
live on
and on.",gutenberg
"Just a
good
woman.",gutenberg
"With nothing to warm my
heart where he lay, and where he left his
baby for me to care for.",gutenberg
"I shall not
be quite human,
I think.",gutenberg
"Merely
a stone-dead
creature.",gutenberg
"They will
respect
me.",gutenberg
"What do
I care
for respect!",gutenberg
"You didn't care for
people's tongues when you were
carrying our Lord Jesus.",gutenberg
"God had my man give me
my baby, when He knew that He was going
to take him away.",gutenberg
"His lips will comfort
me, his hands will
soothe me.",gutenberg
"All day I will work at my lace-making, and
all night I will keep him warm by my side and pray the blessed
Angels to cover him with their wings.",gutenberg
"Dear Mother,
what is it that
sings?",gutenberg
"I hear voices
singing, and lovely silver
trumpets through it all.",gutenberg
"They seem just
on the other
side of the wall.",gutenberg
"Let me
keep my baby, Holy
Mother.",gutenberg
"He is only a poor lace-maker's
baby, with a stain upon him, but give me strength
to bring him up to be a man.",gutenberg
"Tang of fruitage in the air; Red
boughs bursting everywhere; Shimmering of seeded
grass; Hooded gentians all a'mass.",gutenberg
"Warmth of earth, and cloudless wind Tearing
off the husky rind, Blowing feathered seeds to
fall By the sun-baked, sheltering wall.",gutenberg
