Unnamed: 0,0,1,2,3,4,5,6,7,8,haiku,lang,0_syllables,1_syllables,2_syllables,3_syllables,4_syllables,5_syllables,6_syllables,7_syllables,8_syllables
4045,the sound of foam,withdrawing from the shore,our unsaid goodbyes,,,,,,,"the sound of foam
withdrawing from the shore
our unsaid goodbyes",en,4,6,"5,6",,,,,,
4046,the rising moon pales,down here the cricket's,unwavering song,,,,,,,"the rising moon pales
down here the cricket's
unwavering song",en,5,5,5,,,,,,
4047,"high-stepping,",an egret walks its shadow,across a white wall,,,,,,,"high-stepping,
an egret walks its shadow
across a white wall",en,1,7,5,,,,,,
4058,still the spent firework's,cordite smell -,nest of serpents,,,,,,,"still the spent firework's
cordite smell -
nest of serpents",en,5,3,4,,,,,,
4059,blind curve,dogwood flowers unfold,in the rain,,,,,,,"blind curve
dogwood flowers unfold
in the rain",en,2,6,3,,,,,,
4060,rusty fence - ,a sunbird,in one of the diamonds,,,,,,,"rusty fence - 
a sunbird
in one of the diamonds",en,3,3,6,,,,,,
4061,solstice birthday--,blowing out a candle,for each decade,,,,,,,"solstice birthday--
blowing out a candle
for each decade",en,4,6,4,,,,,,
4062,overcast day. . .,even the poppies,stay curled up,,,,,,,"overcast day. . .
even the poppies
stay curled up",en,4,5,3,,,,,,
4063,early dawn...,I watch the New Year,spill down the mountain,,,,,,,"early dawn...
I watch the New Year
spill down the mountain",en,3,5,5,,,,,,
4064,sudden hail--,the argument breaks off,mid-sentence,,,,,,,"sudden hail--
the argument breaks off
mid-sentence",en,3,6,1,,,,,,
4065,sudden hail--,she tells me to be careful,what I wish for,,,,,,,"sudden hail--
she tells me to be careful
what I wish for",en,3,7,4,,,,,,
4066,distant thunder--,I dream I've forgotten,where my parents live,,,,,,,"distant thunder--
I dream I've forgotten
where my parents live",en,4,6,5,,,,,,
4067,first frost--,the squirrel plants acorns,where we buried the cat,,,,,,,"first frost--
the squirrel plants acorns
where we buried the cat",en,2,6,6,,,,,,
4068,sudden hail,the child's marble bag bursts,as he runs indoors,,,,,,,"sudden hail
the child's marble bag bursts
as he runs indoors",en,3,6,5,,,,,,
4069,distant thunder,the sharpness in her voice,after my comment,,,,,,,"distant thunder
the sharpness in her voice
after my comment",en,4,6,5,,,,,,
4070,morning overcast--,she adds more blush ,to her cheeks,,,,,,,"morning overcast--
she adds more blush 
to her cheeks",en,5,4,3,,,,,,
4071,sudden hail--,we sip bitter coffee,rehashing last night,,,,,,,"sudden hail--
we sip bitter coffee
rehashing last night",en,3,6,5,,,,,,
4072,winter solstice--,her passing,bends the candle's flame,,,,,,,"winter solstice--
her passing
bends the candle's flame",en,4,3,5,,,,,,
4073,dusting the books,I'll read when I have time,winter solstice,,,,,,,"dusting the books
I'll read when I have time
winter solstice",en,4,6,4,,,,,,
4081,the morning after,oak leaves cradle,last night's hail,,,,,,,"the morning after
oak leaves cradle
last night's hail",en,5,4,3,,,,,,
4082,hung in a cobweb,between gorse flowers,christmas rain,,,,,,,"hung in a cobweb
between gorse flowers
christmas rain",en,5,5,3,,,,,,
4083,fighting illness-,the darkness before the light,of the new year,,,,,,,"fighting illness-
the darkness before the light
of the new year",en,4,7,4,,,,,,
4084,opaque windows ,>barring the dawn ,>of the new year,,,,,,,"opaque windows 
>barring the dawn 
>of the new year",en,4,2,3,,,,,,
4085,even seagulls ,>imitate the stones ,>first frost,,,,,,,"even seagulls 
>imitate the stones 
>first frost",en,4,2,1,,,,,,
4086,New Year's Eve--,the warmth of his eyes,over cold champagne,,,,,,,"New Year's Eve--
the warmth of his eyes
over cold champagne",en,3,5,5,,,,,,
4087,past midnight,public television,lights up the room,,,,,,,"past midnight
public television
lights up the room",en,3,6,4,,,,,,
4088,warm drizzle,cinnamon buns,and tea for two,,,,,,,"warm drizzle
cinnamon buns
and tea for two",en,3,4,4,,,,,,
4089,distant thunder,a whiff of,foreign perfume,,,,,,,"distant thunder
a whiff of
foreign perfume",en,4,3,4,,,,,,
4090,the doctor wants,to take a closer look . . .,coffee gone cold,,,,,,,"the doctor wants
to take a closer look . . .
coffee gone cold",en,4,6,4,,,,,,
4091,good news,from the cardiologist,autumn butterfly,,,,,,,"good news
from the cardiologist
autumn butterfly",en,2,7,5,,,,,,
4092,new bookshelves,the poetry my cat finds,in an empty box,,,,,,,"new bookshelves
the poetry my cat finds
in an empty box",en,3,7,5,,,,,,
4096,New Year's Day,a deer hesitates,in the headlights,,,,,,,"New Year's Day
a deer hesitates
in the headlights",en,3,5,4,,,,,,
4097,dentist's chair,counting dead flies,in the striplights,,,,,,,"dentist's chair
counting dead flies
in the striplights",en,3,4,4,,,,,,
4098,first light --,cherry leaves heavy,with rain,,,,,,,"first light --
cherry leaves heavy
with rain",en,2,5,2,,,,,,
4099,ethnic cleansing,the colored woman scrubs,the white toilet,,,,,,,"ethnic cleansing
the colored woman scrubs
the white toilet",en,4,6,4,,,,,,
4100,evening prayer,hailstones rattle,the windows,,,,,,,"evening prayer
hailstones rattle
the windows",en,"3,4",4,3,,,,,,
4101,piano recital,a steady drone,from the coke machine,,,,,,,"piano recital
a steady drone
from the coke machine",en,6,4,5,,,,,,
4103,erosion ~,a flattened possom,in the road,,,,,,,"erosion ~
a flattened possom
in the road",en,3,5,3,,,,,,
4104,mosquitoes rise,the damp scent of clean clothes,on the line,,,,,,,"mosquitoes rise
the damp scent of clean clothes
on the line",en,4,6,3,,,,,,
4105,hot and humid,the tea kettle dribbles,onto the counter,,,,,,,"hot and humid
the tea kettle dribbles
onto the counter",en,4,6,5,,,,,,
4106,early morning dew,on a bronze temple bell,just before ringing,,,,,,,"early morning dew
on a bronze temple bell
just before ringing",en,5,6,5,,,,,,
4107,severe frost -,the sparkling whiteness,of my brown roof,,,,,,,"severe frost -
the sparkling whiteness
of my brown roof",en,3,"5,6",4,,,,,,
4113,the police car slows -,suburban foxes,looting from bins,,,,,,,"the police car slows -
suburban foxes
looting from bins",en,5,5,4,,,,,,
4114,restless -,across the summer night,siren upon siren,,,,,,,"restless -
across the summer night
siren upon siren",en,2,6,6,,,,,,
4116,evening voices,the moon,so huge,,,,,,,"evening voices
the moon
so huge",en,4,2,2,,,,,,
4117,evening voices,the window curtains,flutter,,,,,,,"evening voices
the window curtains
flutter",en,4,5,2,,,,,,
4118,internet break,the smell of rain,and boggy earth,,,,,,,"internet break
the smell of rain
and boggy earth",en,4,4,4,,,,,,
4119,shortcut. . .,the railway tracks,still vibrating,,,,,,,"shortcut. . .
the railway tracks
still vibrating",en,2,4,4,,,,,,
4121,writer's block -,staring out the window,at snowflakes,,,,,,,"writer's block -
staring out the window
at snowflakes",en,3,6,3,,,,,,
4122,Easter Sunday,the carefully trimmed beard,of the young priest,,,,,,,"Easter Sunday
the carefully trimmed beard
of the young priest",en,4,6,4,,,,,,
4123,reading,the tea leaves . . . the gray,in her hair,,,,,,,"reading
the tea leaves . . . the gray
in her hair",en,2,5,3,,,,,,
4124,In front of bronze doors,they huddle against the cold,the newly homeless,,,,,,,"In front of bronze doors
they huddle against the cold
the newly homeless",en,5,7,5,,,,,,
4125,a cup of tea,and a koan to go -,my cold morning,,,,,,,"a cup of tea
and a koan to go -
my cold morning",en,4,6,4,,,,,,
4134,two dog walkers,meet -,two conversations,,,,,,,"two dog walkers
meet -
two conversations",en,4,1,5,,,,,,
4135,the broken panes,of the old greenhouse -,still the new shoots,,,,,,,"the broken panes
of the old greenhouse -
still the new shoots",en,4,5,4,,,,,,
4136,school fair,on the fireman's helmet,a faint smell of smoke,,,,,,,"school fair
on the fireman's helmet
a faint smell of smoke",en,2,6,5,,,,,,
4137,frozen dawn,the runner recovering,in his own steam,,,,,,,"frozen dawn
the runner recovering
in his own steam",en,3,7,4,,,,,,
4138,morning rush hour,at the side of the road,wild damsons,,,,,,,"morning rush hour
at the side of the road
wild damsons",en,"4,5",6,3,,,,,,
4139,Caruso recording -,the gramophone crackle,lights the fires in his eye,,,,,,,"Caruso recording -
the gramophone crackle
lights the fires in his eye",en,6,6,"6,7",,,,,,
4140,hunger moon,how bittersweet,this longing,,,,,,,"hunger moon
how bittersweet
this longing",en,3,4,3,,,,,,
4141,desert dream,the sound of foghorns,on the Solent,,,,,,,"desert dream
the sound of foghorns
on the Solent",en,3,5,4,,,,,,
4142,ageing skin,the warmth and softness,of a baked apple,,,,,,,"ageing skin
the warmth and softness
of a baked apple",en,3,5,5,,,,,,
4143,pathless moor,the cackle of grouse,hidden by mist,,,,,,,"pathless moor
the cackle of grouse
hidden by mist",en,3,5,4,,,,,,
4145,hiroshima day,the first meteors fall,silently,,,,,,,"hiroshima day
the first meteors fall
silently",en,5,6,3,,,,,,
4146,spent dandelions,a weather-beaten lawn chair,on the bare patch,,,,,,,"spent dandelions
a weather-beaten lawn chair
on the bare patch",en,5,5,4,,,,,,
4147,unknown soldier,a fallen comrade carried,by two ants,,,,,,,"unknown soldier
a fallen comrade carried
by two ants",en,4,7,3,,,,,,
4148,tall grass,an old DeSoto,beyond the old Dodge,,,,,,,"tall grass
an old DeSoto
beyond the old Dodge",en,2,5,5,,,,,,
4149,somber skies,drifts of dead fir needles,on the road,,,,,,,"somber skies
drifts of dead fir needles
on the road",en,3,6,3,,,,,,
4150,day of remembrance -,the night silence,same as always,,,,,,,"day of remembrance -
the night silence
same as always",en,5,4,4,,,,,,
4154,prayer group,eight candle flames flicker,with our breath,,,,,,,"prayer group
eight candle flames flicker
with our breath",en,"2,3",6,"3,4",,,,,,
4155,stone fountain,rust stains,in the empty bowl,,,,,,,"stone fountain
rust stains
in the empty bowl",en,3,2,5,,,,,,
4156,spring fever,my pockets full,of old grocery lists,,,,,,,"spring fever
my pockets full
of old grocery lists",en,"3,4",4,"5,6",,,,,,
4157,spring rain,I read his letters,one last time,,,,,,,"spring rain
I read his letters
one last time",en,"2,3",5,3,,,,,,
4158,roadside cricket song - ,the full moon's risen,above the wires,,,,,,,"roadside cricket song - 
the full moon's risen
above the wires",en,5,5,"4,5",,,,,,
4164,day moon,cottonwoods shimmer,in the breeze,,,,,,,"day moon
cottonwoods shimmer
in the breeze",en,2,5,3,,,,,,
4165,distant thunder --,another iris opens,its petals,,,,,,,"distant thunder --
another iris opens
its petals",en,4,7,3,,,,,,
4166,midday heat - ,the insistent call,of a dove,,,,,,,"midday heat - 
the insistent call
of a dove",en,3,5,3,,,,,,
4167,noon heat - ,a pigeon shadow shimmers,across the tar,,,,,,,"noon heat - 
a pigeon shadow shimmers
across the tar",en,2,7,4,,,,,,
4168,unanswered,the dog's howl fades,into the night,,,,,,,"unanswered
the dog's howl fades
into the night",en,3,4,4,,,,,,
4172,a yellowed clipping,falls out from her Bible,Emmett Till's obit,,,,,,,"a yellowed clipping
falls out from her Bible
Emmett Till's obit",en,5,6,5,,,,,,
4173,the morning sun,on grandma's grave,first butterfly,,,,,,,"the morning sun
on grandma's grave
first butterfly",en,4,4,4,,,,,,
4176,spring rain,the dogwood,"half petals, half leaves",,,,,,,"spring rain
the dogwood
half petals, half leaves",en,"2,3",3,5,,,,,,
4177,evening --,the scent of water,on asphalt,,,,,,,"evening --
the scent of water
on asphalt",en,2,5,3,,,,,,
4178,night breeze,carries a moth,to the moon,,,,,,,"night breeze
carries a moth
to the moon",en,2,4,3,,,,,,
4179,lonely butterfly,in the quiet morning light,where are you going?,,,,,,,"lonely butterfly
in the quiet morning light
where are you going?",en,5,7,5,,,,,,
4180,quiet dawn-,in the oak tree,mourning doves,,,,,,,"quiet dawn-
in the oak tree
mourning doves",en,3,4,3,,,,,,
4181,Just a small basket,filled with hidden treasures,she carries proudly,,,,,,,"Just a small basket
filled with hidden treasures
she carries proudly",en,5,6,5,,,,,,
4182,an ant in my bed-,for the two of us,not enough room,,,,,,,"an ant in my bed-
for the two of us
not enough room",en,5,"5,6",4,,,,,,
4183,overcast,an orange scarf flails,on the clothesline,,,,,,,"overcast
an orange scarf flails
on the clothesline",en,3,5,4,,,,,,
4184,thunder storm--,on the sidewalk,earthworm slick,,,,,,,"thunder storm--
on the sidewalk
earthworm slick",en,3,4,3,,,,,,
4185,sudden thunderstorm-,open umbrellas flower,in many colors,,,,,,,"sudden thunderstorm-
open umbrellas flower
in many colors",en,5,7,5,,,,,,
4186,april noon,out come the sun,and some slugs,,,,,,,"april noon
out come the sun
and some slugs",en,3,4,3,,,,,,
4188,late morning breakfast,left uneaten,too much of spring,,,,,,,"late morning breakfast
left uneaten
too much of spring",en,5,4,"4,5",,,,,,
4189,cherry petals,flying higher and higher -,storm in my valley,,,,,,,"cherry petals
flying higher and higher -
storm in my valley",en,4,7,5,,,,,,
4190,my rising blood pressure -,a vapor trail,in the sky,,,,,,,"my rising blood pressure -
a vapor trail
in the sky",en,6,4,3,,,,,,
4191,twilight rain,the blue heron mid-lake,somehow smaller,,,,,,,"twilight rain
the blue heron mid-lake
somehow smaller",en,3,5,4,,,,,,
4192,bouquets of lilacs,the last bunch fills,a milk bottle,,,,,,,"bouquets of lilacs
the last bunch fills
a milk bottle",en,5,4,4,,,,,,
4193,twilight rain,the scent of lilacs,through the window,,,,,,,"twilight rain
the scent of lilacs
through the window",en,3,5,4,,,,,,
4194,dead heading lilacs,the fragrance lingers,in memory,,,,,,,"dead heading lilacs
the fragrance lingers
in memory",en,5,5,4,,,,,,
4195,April warmth-,a new crop of dandelions,since yesterday,,,,,,,"April warmth-
a new crop of dandelions
since yesterday",en,3,8,4,,,,,,
4198,summer stars --,my husband starts snoring,again,,,,,,,"summer stars --
my husband starts snoring
again",en,3,6,2,,,,,,
4199,chemo drip,i wish i could give you the moon,instead,,,,,,,"chemo drip
i wish i could give you the moon
instead",en,3,8,2,,,,,,
4200,pine strand,flailing in night sky-,the first low star,,,,,,,"pine strand
flailing in night sky-
the first low star",en,2,5,4,,,,,,
4201,summit cairn,a raven's call,lost to the wind,,,,,,,"summit cairn
a raven's call
lost to the wind",en,3,4,4,,,,,,
4202,under the oak,blue feathers,black cat,,,,,,,"under the oak
blue feathers
black cat",en,4,3,2,,,,,,
4203,silver moon,a loudspeaker barks,at the night,,,,,,,"silver moon
a loudspeaker barks
at the night",en,3,5,3,,,,,,
4205,rows of white markers,all at attention,Memorial Day,,,,,,,"rows of white markers
all at attention
Memorial Day",en,5,5,5,,,,,,
4206,october clouds,grease stains in relief,on the highway,,,,,,,"october clouds
grease stains in relief
on the highway",en,4,5,4,,,,,,
4207,indian summer --,the ceiling fan creaks,on startup,,,,,,,"indian summer --
the ceiling fan creaks
on startup",en,5,5,3,,,,,,
4208,cold snap,the refrigerator freezes,the lettuce,,,,,,,"cold snap
the refrigerator freezes
the lettuce",en,2,8,3,,,,,,
4209,november sunshine,the taste of lemon pepper,on my lips,,,,,,,"november sunshine
the taste of lemon pepper
on my lips",en,5,7,3,,,,,,
4210,gray thanksgiving,an outburst of laughter,from the kitchen,,,,,,,"gray thanksgiving
an outburst of laughter
from the kitchen",en,4,6,4,,,,,,
4211,winter twilight,the warmth of his back,against mine,,,,,,,"winter twilight
the warmth of his back
against mine",en,4,5,3,,,,,,
