haiku,0,1,2,lang,0_syllables,1_syllables,2_syllables
"train delay
all the ripe blackberries
beyond reach
",train delay,all the ripe blackberries,beyond reach,en,3,6,3
"stepping stones
across a swollen stream
the milky way
",stepping stones,across a swollen stream,the milky way,en,3,6,4
"flowers for his grave
the morning moon
a full circle
",flowers for his grave,the morning moon,a full circle,en,5,4,4
"garden clearout
snails cling
to the wheelbarrow
",garden clearout,snails cling,to the wheelbarrow,en,5,2,5
"dreary day
my neighbor takes down
the hummingbird feeder
",dreary day,my neighbor takes down,the hummingbird feeder,en,3,5,6
"starry starry night
unfinished art school paintings
in the dumpster
",starry starry night,unfinished art school paintings,in the dumpster,en,5,7,4
"row of silver oaks
the first touch of frost
in my hair
",row of silver oaks,the first touch of frost,in my hair,en,5,5,3
"rising mist . . .
a heron breaks
the surface calm
",rising mist . . .,a heron breaks,the surface calm,en,3,4,4
"power failure?
the mockingbird
keeps on singing
",power failure?,the mockingbird,keeps on singing,en,4,4,4
"early spring warmth
the cleaning lady shows me
her first tattoo
",early spring warmth,the cleaning lady shows me,her first tattoo,en,"4,5",7,4
"bonsai hall
we lower
our voices
",bonsai hall,we lower,our voices,en,3,3,"3,4"
"quiet morning
the garden snails nibble
young radishes
",quiet morning,the garden snails nibble,young radishes,en,4,6,4
"kingfisher
a scent of willow hangs
in the air
",kingfisher,a scent of willow hangs,in the air,en,3,6,3
"morning haze
at the foot of the hill
forsythia
",morning haze,at the foot of the hill,forsythia,en,3,6,4
"glass harmonica
a chickadee listens
from the windowsill
",glass harmonica,a chickadee listens,from the windowsill,en,5,6,5
"conversation over
i touch a petal . . .
real blossoms
",conversation over,i touch a petal . . .,real blossoms,en,6,5,3
"our boat drifts
under the bridge
nesting cormorants
",our boat drifts,under the bridge,nesting cormorants,en,"3,4",4,5
"a willowtip
touches the water . . .
sun-rings
",a willowtip,touches the water . . .,sun-rings,en,4,5,1
"cold evening
the smell of chili beans
and cornbread
",cold evening,the smell of chili beans,and cornbread,en,3,6,3
"winter night
the moon absorbed
by her nightgown
",winter night,the moon absorbed,by her nightgown,en,3,4,4
"moonlit beach . . .
the white teeth
on a cowrie shell
",moonlit beach . . .,the white teeth,on a cowrie shell,en,3,3,5
"fresh breeze
the weathervane turning
with the gulls
",fresh breeze,the weathervane turning,with the gulls,en,2,6,3
"butchering a rabbit
cold rain
on my hat
",butchering a rabbit,cold rain,on my hat,en,6,2,3
"snow after shakespeare
a child asks
""is it true?""
",snow after shakespeare,a child asks,"""is it true?""",en,5,3,3
"slowly she brushes
her long black hair . . .
snow still falling
",slowly she brushes,her long black hair . . .,snow still falling,en,5,4,4
"valentine's day
eiders displaying
just offshore
",valentine's day,eiders displaying,just offshore,en,4,5,3
"your letter
all of the bananas
too green to eat
",your letter,all of the bananas,too green to eat,en,3,6,4
"eviction notice
a moth ricochets
in the lampshade
",eviction notice,a moth ricochets,in the lampshade,en,5,5,4
"one seed
at a time
winter finch
",one seed,at a time,winter finch,en,2,3,3
"the slant of sleet
redwings riding
withered reeds
",the slant of sleet,redwings riding,withered reeds,en,4,4,3
"afternoon moon
puddles on the ice
about to freeze
",afternoon moon,puddles on the ice,about to freeze,en,4,5,4
"tree-swaying wind
echoes in the air ducts . . .
the afghan grows
",tree-swaying wind,echoes in the air ducts . . .,the afghan grows,en,2,6,4
"dense snowfall
the different stories
of father's youth
",dense snowfall,the different stories,of father's youth,en,3,"5,6",4
"morning rush hour
my ankles wrapped
with yellow leaves
",morning rush hour,my ankles wrapped,with yellow leaves,en,"4,5",4,4
"call from the hospital
a leaf caught in my wiper
leaves a streak
",call from the hospital,a leaf caught in my wiper,leaves a streak,en,6,7,3
"funeral over
people and leaves scatter
in the wind
",funeral over,people and leaves scatter,in the wind,en,5,6,3
"winter afternoon:
finding the needle
with my finger
",winter afternoon:,finding the needle,with my finger,en,5,5,4
"faded totem pole
the frog's mouth
filled with snow
",faded totem pole,the frog's mouth,filled with snow,en,5,3,3
"low tide
stones that have dried
among those that haven?t
",low tide,stones that have dried,among those that haven?t,en,2,4,6
"winter dusk
the bare shoulders
of the prostitute
",winter dusk,the bare shoulders,of the prostitute,en,3,4,5
"starry night
a doe's breath
frozen on her fawn
",starry night,a doe's breath,frozen on her fawn,en,3,3,5
"millet seeds
sticking to the cardinal's beak
winter rain
",millet seeds,sticking to the cardinal's beak,winter rain,en,3,8,3
"garden sundial
from nine to noon
leftover snow
",garden sundial,from nine to noon,leftover snow,en,4,4,4
"graveside kaddish
the weight of the stone
in my hand
",graveside kaddish,the weight of the stone,in my hand,en,4,5,3
"sea cliff
fledgling gannets
face the wind
",sea cliff,fledgling gannets,face the wind,en,2,4,3
"widow's cottage
rosemary edges closer
to the door
",widow's cottage,rosemary edges closer,to the door,en,4,7,3
"almost spring
humming the notes
of a bird's song
",almost spring,humming the notes,of a bird's song,en,"3,4",4,4
"april burial . . .
the weeping mother neatens
her son's perfect hair
",april burial . . .,the weeping mother neatens,her son's perfect hair,en,5,7,5
"her first fossil
the curve of the creek
in springtime
",her first fossil,the curve of the creek,in springtime,en,4,5,3
"spring rain
a bruise on my arm
from donating blood
",spring rain,a bruise on my arm,from donating blood,en,"2,3",5,5
"morning mist
a bridge spanning
an invisible lake
",morning mist,a bridge spanning,an invisible lake,en,3,4,6
"snow warning
the bend in the hemlock
furrows her brow
",snow warning,the bend in the hemlock,furrows her brow,en,3,6,4
"new year's eve
looking for my sign
among the stars
",new year's eve,looking for my sign,among the stars,en,3,5,4
"spilled milk
nothing more
pours out
",spilled milk,nothing more,pours out,en,2,3,2
"rain all day
behind the bead curtain
her smile
",rain all day,behind the bead curtain,her smile,en,3,6,2
"february storm
my ratty blue volvo
under plum petals
",february storm,my ratty blue volvo,under plum petals,en,5,6,5
"first snow
today i?ll wash
the dishes by hand
",first snow,today i?ll wash,the dishes by hand,en,2,4,5
"a puff of fog
floats over the falls
new year's dawn
",a puff of fog,floats over the falls,new year's dawn,en,4,5,3
"winter seclusion
we cover the fridge
with children's drawings
",winter seclusion,we cover the fridge,with children's drawings,en,5,5,5
"valentine's day
a cyclist signals
with a long-stem rose
",valentine's day,a cyclist signals,with a long-stem rose,en,4,"5,6",4
"rainy day
my mother singing
an old love song
",rainy day,my mother singing,an old love song,en,3,5,4
"deadfall pine
the beetle does
a head stand
",deadfall pine,the beetle does,a head stand,en,3,4,3
"sleeping bag
the distance between me
and the nearest star
",sleeping bag,the distance between me,and the nearest star,en,3,6,5
"oak leaves
curled almost shut
the clocks turned back
",oak leaves,curled almost shut,the clocks turned back,en,2,4,4
"frost on the windows
the crescent moon's
sharp points
",frost on the windows,the crescent moon's,sharp points,en,5,4,2
"blue frost
a man on the train
with too much to carry
",blue frost,a man on the train,with too much to carry,en,2,5,6
"summer night
the soft bottom
of a farm pond
",summer night,the soft bottom,of a farm pond,en,3,4,4
"sunday morning
nothing comes or goes
but the fog
",sunday morning,nothing comes or goes,but the fog,en,4,5,3
"corn stubble
rippling ribbons
of blackbirds
",corn stubble,rippling ribbons,of blackbirds,en,3,"4,5",3
"hurricane alert
a sudden urge to visit
his grave
",hurricane alert,a sudden urge to visit,his grave,en,5,7,2
"falling leaves . . .
the street preacher
quickens his cadence
",falling leaves . . .,the street preacher,quickens his cadence,en,3,4,5
"summer lightning
at the crack of dawn
the temple conch
",summer lightning,at the crack of dawn,the temple conch,en,4,5,4
"mare's tail clouds
great aunt pointing out
where stores used to be
",mare's tail clouds,great aunt pointing out,where stores used to be,en,3,5,5
"high desert sun
the field of poppies
shining back
",high desert sun,the field of poppies,shining back,en,4,5,3
"afternoon tea
wind chimes mingle
with the river's sound
",afternoon tea,wind chimes mingle,with the river's sound,en,4,4,5
"sultry night
the breeze from a fan
stirs up the gossip
",sultry night,the breeze from a fan,stirs up the gossip,en,3,5,5
"kudzu greening
the iron gate posts
a buck's velvet antlers
",kudzu greening,the iron gate posts,a buck's velvet antlers,en,4,5,6
"summer pasture
a calf licks dew
from the cattle gate
",summer pasture,a calf licks dew,from the cattle gate,en,4,4,5
"midday heat
the sheen of fish scales
on the pier
",midday heat,the sheen of fish scales,on the pier,en,3,5,3
"last color
left in the sky
a flicker's call
",last color,left in the sky,a flicker's call,en,3,4,4
"aftershock
the music box takes up
where it left off
",aftershock,the music box takes up,where it left off,en,3,6,4
"spring again
a taste of rust
in the harmonica
",spring again,a taste of rust,in the harmonica,en,"3,4",4,6
"spring morning
the freshly painted name
on the overpass
",spring morning,the freshly painted name,on the overpass,en,"3,4",6,5
"a fallen leaf
rocks back and forth
the size of an ant
",a fallen leaf,rocks back and forth,the size of an ant,en,4,4,5
"tidal creek
slowing my pulse
the blue heron's flight
",tidal creek,slowing my pulse,the blue heron's flight,en,3,4,5
"funeral day
a black ribbon binds
the wind chimes
",funeral day,a black ribbon binds,the wind chimes,en,4,5,3
"goldfinch
on the topmost birch branch
sunrise
",goldfinch,on the topmost birch branch,sunrise,en,2,6,2
"manhattan skyline
i gather egg-shaped stones
by the river
",manhattan skyline,i gather egg-shaped stones,by the river,en,5,5,4
"day labourers
gathered at the goodwill
the dripping awning
",day labourers,gathered at the goodwill,the dripping awning,en,4,6,5
"coastal flatland
umbrellas color
a cemetery
",coastal flatland,umbrellas color,a cemetery,en,4,5,5
"dad's tie
slips from my neck
bearded iris
",dad's tie,slips from my neck,bearded iris,en,2,4,4
"sunlight
through a snail shell
and the snail
",sunlight,through a snail shell,and the snail,en,2,4,3
"i turn the radio lower
& lower
the summer stars
",i turn the radio lower,& lower,the summer stars,en,8,2,4
"no wind today
the cottonwoods speak
in chickadee
",no wind today,the cottonwoods speak,in chickadee,en,4,5,4
"blue-sky rain
among countless geese
the tundra swan
",blue-sky rain,among countless geese,the tundra swan,en,2,5,4
"first blossoms
my cell phone
set to vibrate
",first blossoms,my cell phone,set to vibrate,en,3,3,4
"spring thaw . . .
the tracks below
tracks in the snow
",spring thaw . . .,the tracks below,tracks in the snow,en,"2,3",4,4
"the river bubbles
between stepping-stones
an upturned duck
",the river bubbles,between stepping-stones,an upturned duck,en,5,4,4
"march winds
a man with a comb-over
changes direction
",march winds,a man with a comb-over,changes direction,en,2,5,5
"valentine's day
the cat leaves a hairball
on my pillow
",valentine's day,the cat leaves a hairball,on my pillow,en,4,6,4
"first warm day
the pulse of the honeybee's
abdomen
",first warm day,the pulse of the honeybee's,abdomen,en,3,7,3
"leap year
the frog
just sits there
",leap year,the frog,just sits there,en,2,2,3
"spring mist
the baby hippo
fills the puddle
",spring mist,the baby hippo,fills the puddle,en,"2,3",5,4
"spring dusk
the cat's tail
off on a hunt
",spring dusk,the cat's tail,off on a hunt,en,"2,3",3,4
"finding orion . . .
how moonlight shines
in my daughter's hair
",finding orion . . .,how moonlight shines,in my daughter's hair,en,5,4,5
"where he drowned
the broad backs
of catfish
",where he drowned,the broad backs,of catfish,en,3,3,3
