haiku,0,1,2,lang,0_syllables,1_syllables,2_syllables
"thou art and wert and shall be
glorious
great",thou art and wert and shall be,glorious,great,en,7,3,1
"the chain of being is complete in me
in me is matter's last gradation lost
and the next step is spirit deity",the chain of being is complete in me,in me is matter's last gradation lost,and the next step is spirit deity,en,10,10,10
"god
thus alone my lowly thoughts can soar
thus seek thy presence being wise and good",god,thus alone my lowly thoughts can soar,thus seek thy presence being wise and good,en,1,9,10
"midst thy vast works admire obey adore
and when the tongue is eloquent no more
the soul shall speak in tears of gratitude",midst thy vast works admire obey adore,and when the tongue is eloquent no more,the soul shall speak in tears of gratitude,en,10,10,10
"and all thy ways adore
and every day i live i seem
to love thee more and more",and all thy ways adore,and every day i live i seem,to love thee more and more,en,6,"8,9",6
"ill that he blesses is our good
and unblessed good is ill
and all is right that seems most wrong",ill that he blesses is our good,and unblessed good is ill,and all is right that seems most wrong,en,"8,9",6,8
"and if my heart and flesh are weak
to bear an untried pain
but strengthen and sustain",and if my heart and flesh are weak,to bear an untried pain,but strengthen and sustain,en,8,6,6
"nor works my faith to prove
i can but give the gifts he gave
and plead his love for love",nor works my faith to prove,i can but give the gifts he gave,and plead his love for love,en,6,8,6
"descend to us we pray
cast out our sin and enter in
be born in us to-day",descend to us we pray,cast out our sin and enter in,be born in us to-day,en,"6,7","8,9","5,6"
"and that her reign had here its last fulfilling
she knew such harmony alone
could hold all heaven and earth in happier union",and that her reign had here its last fulfilling,she knew such harmony alone,could hold all heaven and earth in happier union,en,11,8,13
"forsake their temples dim
with that twice-battered god of palestine
heaven's queen and mother both",forsake their temples dim,with that twice-battered god of palestine,heaven's queen and mother both,en,6,8,7
"seven hundred years and fifty-three
had rome been growing up to might
and now was queen of land and sea",seven hundred years and fifty-three,had rome been growing up to might,and now was queen of land and sea,en,8,8,8
"and then she smiled and in the catacombs
with eye suffused but heart inspired true
on those walls subterranean where she hid",and then she smiled and in the catacombs,with eye suffused but heart inspired true,on those walls subterranean where she hid,en,10,10,11
"her head in ignominy death and tombs
she her good shepherd's hasty image drew
and on his shoulders not a lamb a kid",her head in ignominy death and tombs,she her good shepherd's hasty image drew,and on his shoulders not a lamb a kid,en,10,10,10
"who could not sad tribute render
witnessing that mother tender
agonizing with her child",who could not sad tribute render,witnessing that mother tender,agonizing with her child,en,8,8,7
"make my heart with love unceasing
burn toward christ the lord that pleasing
i may be to him above",make my heart with love unceasing,burn toward christ the lord that pleasing,i may be to him above,en,8,"8,9",7
"holy mother this be granted
that the slain one's wounds be planted
firmly in my heart to bide",holy mother this be granted,that the slain one's wounds be planted,firmly in my heart to bide,en,8,8,7
"of him wounded all astounded
depths unbounded for me sounded
all the pangs with me divide",of him wounded all astounded,depths unbounded for me sounded,all the pangs with me divide,en,8,8,7
"let me by the cross be warded
by the death of christ be guarded
nourished by divine supplies",let me by the cross be warded,by the death of christ be guarded,nourished by divine supplies,en,8,8,7
"when the body death hath riven
grant that to the soul be given
glories bright of paradise",when the body death hath riven,grant that to the soul be given,glories bright of paradise,en,8,8,7
"three women crept at break of day
a-grope along the shadowy way
where joseph's tomb and garden lay",three women crept at break of day,a-grope along the shadowy way,where joseph's tomb and garden lay,en,8,8,8
"each on her throbbing bosom bore
a burden of such fragrant store
as never there had lain before",each on her throbbing bosom bore,a burden of such fragrant store,as never there had lain before,en,8,8,8
"they counted not as waste that day
what they had brought their lord
the way",they counted not as waste that day,what they had brought their lord,the way,en,8,6,2
"abide with me
fast falls the eventide
the darkness deepens: lord with me abide",abide with me,fast falls the eventide,the darkness deepens: lord with me abide,en,4,6,10
"but as thou dwelt with thy disciples lord
familiar condescending patient free
come not to sojourn but abide with me",but as thou dwelt with thy disciples lord,familiar condescending patient free,come not to sojourn but abide with me,en,10,10,10
"the secret of thy love unfold
wrestling i will not let thee go
till i thy name thy nature know",the secret of thy love unfold,wrestling i will not let thee go,till i thy name thy nature know,en,8,"8,9",8
"know though at god's right hand i live
i feel each wound ye reckless give
to the least saint below",know though at god's right hand i live,i feel each wound ye reckless give,to the least saint below,en,8,8,6
"i in your care my brethren left
not willing ye should be bereft
of waiting on your lord",i in your care my brethren left,not willing ye should be bereft,of waiting on your lord,en,8,8,6
"the meanest offering ye can make
a drop of water for love's sake
in heaven be sure is stored",the meanest offering ye can make,a drop of water for love's sake,in heaven be sure is stored,en,"8,9",8,7
"no that door is hard to open
hinges rusty latch is broken
bid him go",no that door is hard to open,hinges rusty latch is broken,bid him go,en,8,8,3
"ah that door
why wilt thou vex me
coming ever to perplex me",ah that door,why wilt thou vex me,coming ever to perplex me,en,3,5,8
"did she open
doth she
will she",did she open,doth she,will she,en,4,2,2
"and o how often to that voice of sorrow
to-morrow we will open
i replied",and o how often to that voice of sorrow,to-morrow we will open,i replied,en,11,5,3
"ye heavens
from high the dewy nectar pour
and in soft silence shed the kindly shower",ye heavens,from high the dewy nectar pour,and in soft silence shed the kindly shower,en,3,8,11
